customer_id,city,province,district,subdistrict,latitude,longitude,customer_segment,product_category,first_transaction_date,last_transaction_date,total_transaction,transaction_frequency,total_value,avg_transaction_value,recency_days,customer_status,churn_risk_flag,nearest_branch_id,distance_to_nearest_branch_km,estimated_travel_time_min,h3_index,data_source,created_at
CUST_000018,Jakarta,DKI Jakarta,Pasar Minggu,Jati Padang,-6.291077,106.836555,Loyal,After Sales Service,2023-12-04,2026-04-20,1,0.39,218794.0,242017.0,79,Active,0,BR_JKT_06,1.04,12.3,H3_JKT_020,Internal dummy,2026-07-08 00:00:00
CUST_000019,Jakarta,DKI Jakarta,Menteng,Cikini,-6.200193,106.824252,Regular,Motor Sport,2023-11-10,2026-06-19,6,2.26,191994886.0,27635777.0,19,Active,0,BR_JKT_01,1.34,10.4,H3_JKT_021,Internal dummy,2026-07-08 00:00:00
CUST_000020,Jakarta,DKI Jakarta,Menteng,Menteng,-6.211666,106.817865,Regular,After Sales Service,2023-08-30,2026-05-06,2,0.7,779025.0,361405.0,63,Active,0,BR_JKT_01,0.19,2.9,H3_JKT_005,Internal dummy,2026-07-08 00:00:00
CUST_000021,Jakarta,DKI Jakarta,Cilandak,Lebak Bulus,-6.285349,106.79331,Inactive,Motor Matic,2021-11-02,2025-03-31,1,0.21,26946504.0,25799944.0,464,Inactive,1,BR_JKT_03,0.74,8.9,H3_JKT_001,Internal dummy,2026-07-08 00:00:00
CUST_000022,Jakarta,DKI Jakarta,Menteng,Cikini,-6.203831,106.825399,At Risk,Motor Cub,2025-10-25,2026-01-31,1,1.43,15343036.0,17526801.0,158,Risk,1,BR_JKT_01,1.13,7.9,H3_JKT_021,Internal dummy,2026-07-08 00:00:00
CUST_000023,Jakarta,DKI Jakarta,Duren Sawit,Pondok Kelapa,-6.233966,106.918668,Regular,Motor Matic,2025-03-15,2026-04-09,4,3.04,81459273.0,21713650.0,90,Active,0,BR_JKT_05,1.16,7.3,H3_JKT_015,Internal dummy,2026-07-08 00:00:00
CUST_000024,Jakarta,DKI Jakarta,Kembangan,Joglo,-6.21421,106.715737,Regular,Sparepart,2024-01-23,2026-05-31,2,0.81,2815941.0,1257967.0,38,Active,0,BR_JKT_04,10.61,34.6,H3_JKT_018,Internal dummy,2026-07-08 00:00:00
CUST_000025,Jakarta,DKI Jakarta,Pasar Minggu,Pejaten Timur,-6.266445,106.841345,Regular,Motor Sport,2025-08-06,2026-06-26,5,5.43,252047852.0,41076167.0,12,Active,0,BR_JKT_06,3.82,14.8,H3_JKT_025,Internal dummy,2026-07-08 00:00:00
CUST_000026,Jakarta,DKI Jakarta,Kembangan,Meruya Utara,-6.214286,106.746571,Loyal,Motor Matic,2023-04-17,2026-04-12,4,1.24,77767119.0,19018649.0,87,Active,0,BR_JKT_04,7.47,22.8,H3_JKT_017,Internal dummy,2026-07-08 00:00:00
CUST_000027,Jakarta,DKI Jakarta,Pasar Minggu,Jati Padang,-6.295925,106.836365,Regular,After Sales Service,2023-03-20,2026-07-02,4,1.21,3090285.0,691157.0,6,Active,0,BR_JKT_06,0.5,10.7,H3_JKT_007,Internal dummy,2026-07-08 00:00:00
CUST_000028,Jakarta,DKI Jakarta,Kebayoran Baru,Gandaria Utara,-6.213548,106.785367,Regular,After Sales Service,2025-09-29,2026-06-24,5,6.47,865702.0,194068.0,14,Active,0,BR_JKT_01,3.55,18.3,H3_JKT_014,Internal dummy,2026-07-08 00:00:00
CUST_000029,Jakarta,DKI Jakarta,Menteng,Gondangdia,-6.195271,106.824541,Regular,After Sales Service,2025-08-14,2026-05-04,5,5.56,1299022.0,279133.0,65,Active,0,BR_JKT_01,1.83,12.1,H3_JKT_028,Internal dummy,2026-07-08 00:00:00
CUST_000030,Jakarta,DKI Jakarta,Cilandak,Lebak Bulus,-6.276965,106.801096,Loyal,After Sales Service,2024-03-16,2026-06-16,2,0.86,1290751.0,585759.0,22,Active,0,BR_JKT_03,0.72,10.5,H3_JKT_001,Internal dummy,2026-07-08 00:00:00
CUST_000031,Jakarta,DKI Jakarta,Menteng,Cikini,-6.217963,106.846872,New,Motor Matic,2023-04-25,2026-05-16,5,1.56,86804235.0,20329349.0,53,Active,0,BR_JKT_01,3.39,17.6,H3_JKT_016,Internal dummy,2026-07-08 00:00:00
CUST_000032,Jakarta,DKI Jakarta,Kembangan,Meruya Utara,-6.215876,106.736514,Regular,After Sales Service,2026-02-15,2026-06-30,9,22.97,8975785.0,823539.0,8,Active,0,BR_JKT_04,8.4,41.1,H3_JKT_004,Internal dummy,2026-07-08 00:00:00
CUST_000033,Jakarta,DKI Jakarta,Pasar Minggu,Ragunan,-6.281182,106.811697,New,Motor Matic,2023-02-09,2026-05-17,6,1.76,166539178.0,23506518.0,52,Active,0,BR_JKT_03,1.88,11.1,H3_JKT_022,Internal dummy,2026-07-08 00:00:00
CUST_000034,Jakarta,DKI Jakarta,Kelapa Gading,Kelapa Gading Timur,-6.163977,106.908668,Inactive,After Sales Service,2022-06-04,2025-01-24,4,0.98,5032115.0,1082059.0,530,Inactive,1,BR_JKT_02,2.91,12.5,H3_JKT_006,Internal dummy,2026-07-08 00:00:00
CUST_000035,Jakarta,DKI Jakarta,Kebayoran Baru,Gandaria Utara,-6.250345,106.791841,At Risk,Motor Matic,2025-02-20,2026-01-04,1,0.73,25529484.0,26186746.0,185,Risk,1,BR_JKT_04,1.69,12.5,H3_JKT_009,Internal dummy,2026-07-08 00:00:00
CUST_000036,Jakarta,DKI Jakarta,Cilandak,Lebak Bulus,-6.281214,106.802834,Regular,Motor Matic,2023-06-01,2026-05-30,2,0.64,37887609.0,18959132.0,39,Active,0,BR_JKT_03,0.92,7.3,H3_JKT_001,Internal dummy,2026-07-08 00:00:00
CUST_000037,Jakarta,DKI Jakarta,Cilandak,Cilandak Barat,-6.279816,106.793144,Regular,After Sales Service,2025-01-10,2026-07-07,6,4.03,7194942.0,1089056.0,1,Active,0,BR_JKT_03,0.22,7.4,H3_JKT_003,Internal dummy,2026-07-08 00:00:00
CUST_000038,Jakarta,DKI Jakarta,Duren Sawit,Duren Sawit,-6.235501,106.914202,At Risk,After Sales Service,2025-01-31,2026-01-12,5,3.49,3301045.0,695650.0,177,Risk,1,BR_JKT_05,1.19,10.5,H3_JKT_011,Internal dummy,2026-07-08 00:00:00
CUST_000039,Jakarta,DKI Jakarta,Pasar Minggu,Pejaten Timur,-6.271272,106.84811,At Risk,Sparepart,2023-07-04,2025-12-23,3,1.0,2284943.0,740567.0,197,Risk,1,BR_JKT_06,3.49,17.1,H3_JKT_025,Internal dummy,2026-07-08 00:00:00
CUST_000040,Jakarta,DKI Jakarta,Kembangan,Joglo,-6.216273,106.707646,Regular,After Sales Service,2023-09-17,2026-05-05,4,1.42,5234470.0,1145211.0,64,Active,0,BR_JKT_04,11.39,37.7,H3_JKT_018,Internal dummy,2026-07-08 00:00:00
CUST_000041,Jakarta,DKI Jakarta,Duren Sawit,Pondok Kelapa,-6.228286,106.918796,Inactive,Motor Cub,2022-02-03,2025-03-22,3,0.68,77237323.0,20971970.0,473,Inactive,1,BR_JKT_05,0.69,11.8,H3_JKT_015,Internal dummy,2026-07-08 00:00:00
CUST_000042,Jakarta,DKI Jakarta,Kembangan,Joglo,-6.214965,106.710206,Regular,Motor Cub,2025-09-04,2026-07-02,5,5.94,111351075.0,22928161.0,6,Active,0,BR_JKT_04,11.16,40.5,H3_JKT_018,Internal dummy,2026-07-08 00:00:00
CUST_000043,Jakarta,DKI Jakarta,Menteng,Menteng,-6.205422,106.811076,Inactive,Motor Matic,2024-03-03,2025-07-17,3,1.28,70409203.0,26760597.0,356,Inactive,1,BR_JKT_01,0.86,9.4,H3_JKT_005,Internal dummy,2026-07-08 00:00:00
CUST_000044,Jakarta,DKI Jakarta,Kelapa Gading,Kelapa Gading Barat,-6.166876,106.876574,Loyal,Motor Sport,2025-05-13,2026-04-21,5,4.33,178997695.0,34757787.0,78,Active,0,BR_JKT_02,1.02,11.9,H3_JKT_010,Internal dummy,2026-07-08 00:00:00
CUST_000045,Jakarta,DKI Jakarta,Kelapa Gading,Kelapa Gading Barat,-6.171568,106.87415,New,Sparepart,2024-05-15,2026-06-08,1,0.47,1238127.0,1117074.0,30,Active,0,BR_JKT_02,1.07,10.1,H3_JKT_010,Internal dummy,2026-07-08 00:00:00
CUST_000046,Jakarta,DKI Jakarta,Kembangan,Joglo,-6.219954,106.714142,Regular,Motor Matic,2025-10-31,2026-06-22,1,1.46,30151914.0,27899265.0,16,Active,0,BR_JKT_04,10.58,49.6,H3_JKT_018,Internal dummy,2026-07-08 00:00:00
CUST_000047,Jakarta,DKI Jakarta,Pasar Minggu,Jati Padang,-6.305205,106.833716,Loyal,After Sales Service,2026-01-22,2026-04-30,4,8.74,4460839.0,1030863.0,69,Active,0,BR_JKT_06,0.61,8.7,H3_JKT_007,Internal dummy,2026-07-08 00:00:00
CUST_000048,Jakarta,DKI Jakarta,Kelapa Gading,Kelapa Gading Barat,-6.170599,106.87604,Inactive,Motor Matic,2022-11-06,2025-06-18,1,0.27,19509345.0,18384911.0,385,Inactive,1,BR_JKT_02,0.88,5.5,H3_JKT_010,Internal dummy,2026-07-08 00:00:00
CUST_000049,Jakarta,DKI Jakarta,Duren Sawit,Klender,-6.251617,106.915225,Loyal,Sparepart,2024-01-14,2026-06-26,4,1.61,1421938.0,313114.0,12,Active,0,BR_JKT_05,2.99,12.7,H3_JKT_030,Internal dummy,2026-07-08 00:00:00
CUST_000050,Jakarta,DKI Jakarta,Menteng,Menteng,-6.205633,106.814555,Inactive,Motor Matic,2025-04-26,2025-10-09,1,0.83,32569371.0,30034140.0,272,Inactive,1,BR_JKT_01,0.57,9.7,H3_JKT_005,Internal dummy,2026-07-08 00:00:00
CUST_000051,Jakarta,DKI Jakarta,Menteng,Cikini,-6.212463,106.829359,Loyal,Sparepart,2026-01-17,2026-05-16,3,6.37,1631758.0,440282.0,53,Active,0,BR_JKT_01,1.36,7.5,H3_JKT_012,Internal dummy,2026-07-08 00:00:00
CUST_000052,Jakarta,DKI Jakarta,Kembangan,Meruya Utara,-6.214808,106.743171,New,Motor Matic,2023-07-09,2026-06-27,2,0.67,66927767.0,33486584.0,11,Active,0,BR_JKT_04,7.78,25.0,H3_JKT_017,Internal dummy,2026-07-08 00:00:00
CUST_000053,Jakarta,DKI Jakarta,Menteng,Cikini,-6.227325,106.853826,Regular,Motor Matic,2024-09-23,2026-07-07,3,1.68,94250345.0,32748971.0,1,Active,0,BR_JKT_01,4.47,22.8,H3_JKT_016,Internal dummy,2026-07-08 00:00:00
CUST_000054,Jakarta,DKI Jakarta,Duren Sawit,Klender,-6.250289,106.91789,At Risk,Motor Matic,2025-10-01,2026-03-03,1,1.3,23306198.0,26545429.0,127,Risk,1,BR_JKT_05,2.87,18.9,H3_JKT_030,Internal dummy,2026-07-08 00:00:00
CUST_000055,Jakarta,DKI Jakarta,Pasar Minggu,Pejaten Timur,-6.272535,106.830222,Inactive,After Sales Service,2022-08-27,2025-08-24,4,1.03,1946381.0,509767.0,318,Inactive,1,BR_JKT_06,3.18,13.4,H3_JKT_025,Internal dummy,2026-07-08 00:00:00
CUST_000056,Jakarta,DKI Jakarta,Duren Sawit,Klender,-6.210842,106.914483,Loyal,After Sales Service,2025-05-24,2026-04-22,4,3.56,633316.0,152150.0,77,Active,0,BR_JKT_05,1.55,10.9,H3_JKT_008,Internal dummy,2026-07-08 00:00:00
CUST_000057,Jakarta,DKI Jakarta,Kebayoran Baru,Gandaria Utara,-6.246393,106.800985,At Risk,Motor Matic,2025-06-18,2026-01-30,3,2.84,65630088.0,18495160.0,159,Risk,1,BR_JKT_04,0.6,8.9,H3_JKT_013,Internal dummy,2026-07-08 00:00:00
CUST_000058,Jakarta,DKI Jakarta,Duren Sawit,Duren Sawit,-6.22913,106.919142,New,Motor Matic,2026-03-30,2026-06-15,1,3.65,22185667.0,23927690.0,23,Active,0,BR_JKT_05,0.77,11.2,H3_JKT_011,Internal dummy,2026-07-08 00:00:00
CUST_000059,Jakarta,DKI Jakarta,Menteng,Menteng,-6.20578,106.832366,Regular,Motor Cub,2024-11-24,2026-04-20,4,2.47,83595267.0,17246051.0,79,Active,0,BR_JKT_01,1.73,8.0,H3_JKT_023,Internal dummy,2026-07-08 00:00:00
CUST_000060,Jakarta,DKI Jakarta,Pasar Minggu,Jati Padang,-6.290498,106.834218,Inactive,Motor Sport,2022-03-05,2025-02-21,1,0.23,40640727.0,36483919.0,502,Inactive,1,BR_JKT_06,1.13,10.6,H3_JKT_007,Internal dummy,2026-07-08 00:00:00
CUST_000061,Jakarta,DKI Jakarta,Kembangan,Joglo,-6.214905,106.713065,New,Motor Matic,2024-12-25,2026-06-04,6,3.91,162720802.0,31562675.0,34,Active,0,BR_JKT_04,10.86,31.1,H3_JKT_018,Internal dummy,2026-07-08 00:00:00
CUST_000062,Jakarta,DKI Jakarta,Cengkareng,Duri Kosambi,-6.147052,106.747367,Regular,After Sales Service,2025-11-29,2026-05-14,1,1.65,580980.0,489149.0,55,Active,0,BR_JKT_01,10.43,34.7,H3_JKT_019,Internal dummy,2026-07-08 00:00:00
CUST_000063,Jakarta,DKI Jakarta,Menteng,Cikini,-6.22396,106.849409,Loyal,Motor Cub,2023-12-02,2026-06-09,2,0.77,42498455.0,17677647.0,29,Active,0,BR_JKT_01,3.87,19.1,H3_JKT_016,Internal dummy,2026-07-08 00:00:00
CUST_000064,Jakarta,DKI Jakarta,Pasar Minggu,Jati Padang,-6.296517,106.828068,Inactive,Motor Matic,2024-07-31,2025-08-31,1,0.52,20908297.0,19005506.0,311,Inactive,1,BR_JKT_06,1.02,9.7,H3_JKT_007,Internal dummy,2026-07-08 00:00:00
CUST_000065,Jakarta,DKI Jakarta,Pasar Minggu,Ragunan,-6.279967,106.84467,At Risk,After Sales Service,2025-06-01,2026-03-08,1,0.91,1071321.0,1012715.0,122,Risk,1,BR_JKT_06,2.45,11.1,H3_JKT_002,Internal dummy,2026-07-08 00:00:00
CUST_000066,Jakarta,DKI Jakarta,Kembangan,Joglo,-6.215189,106.710255,Loyal,Sparepart,2025-12-20,2026-06-22,4,7.3,2881083.0,597223.0,16,Active,0,BR_JKT_04,11.15,36.5,H3_JKT_018,Internal dummy,2026-07-08 00:00:00
CUST_000067,Jakarta,DKI Jakarta,Cilandak,Cilandak Barat,-6.277974,106.793602,Loyal,Motor Cub,2025-11-20,2026-05-13,2,3.17,36288041.0,15766642.0,56,Active,0,BR_JKT_03,0.17,7.4,H3_JKT_003,Internal dummy,2026-07-08 00:00:00
CUST_000068,Jakarta,DKI Jakarta,Pasar Minggu,Jati Padang,-6.292792,106.841236,At Risk,Motor Matic,2025-03-25,2025-12-17,2,1.55,76772488.0,33001358.0,203,Risk,1,BR_JKT_06,1.0,7.6,H3_JKT_020,Internal dummy,2026-07-08 00:00:00
CUST_000069,Jakarta,DKI Jakarta,Pasar Minggu,Jati Padang,-6.290888,106.835904,New,Motor Cub,2025-07-30,2026-06-13,3,3.19,64128524.0,20796984.0,25,Active,0,BR_JKT_06,1.06,12.0,H3_JKT_007,Internal dummy,2026-07-08 00:00:00
CUST_000070,Jakarta,DKI Jakarta,Cilandak,Cilandak Barat,-6.281093,106.793213,Inactive,After Sales Service,2023-07-13,2025-06-09,4,1.34,2609223.0,718201.0,394,Inactive,1,BR_JKT_03,0.31,7.7,H3_JKT_003,Internal dummy,2026-07-08 00:00:00
CUST_000071,Jakarta,DKI Jakarta,Kebayoran Baru,Gandaria Utara,-6.248957,106.789897,Loyal,Motor Matic,2023-06-17,2026-06-19,5,1.63,145777567.0,23501058.0,19,Active,0,BR_JKT_04,1.86,8.5,H3_JKT_009,Internal dummy,2026-07-08 00:00:00
CUST_000072,Jakarta,DKI Jakarta,Cilandak,Cilandak Barat,-6.283688,106.796934,At Risk,After Sales Service,2024-02-01,2026-02-08,4,1.64,2930752.0,744402.0,150,Risk,1,BR_JKT_03,0.58,6.6,H3_JKT_003,Internal dummy,2026-07-08 00:00:00
CUST_000073,Jakarta,DKI Jakarta,Kembangan,Meruya Utara,-6.204738,106.734621,Regular,Motor Sport,2025-01-22,2026-07-07,3,2.06,143215009.0,40598620.0,1,Active,0,BR_JKT_04,9.14,26.7,H3_JKT_004,Internal dummy,2026-07-08 00:00:00
CUST_000074,Jakarta,DKI Jakarta,Menteng,Cikini,-6.213006,106.828547,Loyal,Motor Matic,2025-08-01,2026-05-23,4,4.28,110458586.0,25046530.0,46,Active,0,BR_JKT_01,1.29,7.8,H3_JKT_012,Internal dummy,2026-07-08 00:00:00
CUST_000075,Jakarta,DKI Jakarta,Cilandak,Cilandak Barat,-6.309619,106.806322,Regular,Motor Matic,2024-05-10,2026-06-04,5,2.31,99372697.0,20817239.0,34,Active,0,BR_JKT_06,3.48,22.2,H3_JKT_029,Internal dummy,2026-07-08 00:00:00
CUST_000076,Jakarta,DKI Jakarta,Menteng,Menteng,-6.206986,106.806568,Loyal,Motor Cub,2024-12-07,2026-06-11,1,0.63,16514319.0,17978802.0,27,Active,0,BR_JKT_01,1.23,11.9,H3_JKT_005,Internal dummy,2026-07-08 00:00:00
CUST_000077,Jakarta,DKI Jakarta,Cengkareng,Duri Kosambi,-6.148592,106.754169,Regular,Motor Matic,2025-03-26,2026-06-21,1,0.78,27470769.0,24872643.0,17,Active,0,BR_JKT_01,9.76,29.9,H3_JKT_019,Internal dummy,2026-07-08 00:00:00
CUST_000078,Jakarta,DKI Jakarta,Kembangan,Joglo,-6.218474,106.714416,Loyal,After Sales Service,2024-09-11,2026-06-06,3,1.65,3875681.0,1044078.0,32,Active,0,BR_JKT_04,10.6,27.8,H3_JKT_018,Internal dummy,2026-07-08 00:00:00
CUST_000079,Jakarta,DKI Jakarta,Cilandak,Cilandak Barat,-6.284991,106.796249,Regular,Motor Matic,2023-04-27,2026-05-03,2,0.62,62338742.0,29399790.0,66,Active,0,BR_JKT_03,0.7,11.7,H3_JKT_003,Internal dummy,2026-07-08 00:00:00
CUST_000080,Jakarta,DKI Jakarta,Duren Sawit,Pondok Kelapa,-6.219463,106.912721,At Risk,Motor Matic,2025-09-03,2026-01-15,1,1.19,33314588.0,32318154.0,174,Risk,1,BR_JKT_05,0.6,5.8,H3_JKT_015,Internal dummy,2026-07-08 00:00:00
CUST_000081,Jakarta,DKI Jakarta,Kebayoran Baru,Gandaria Utara,-6.253828,106.807112,At Risk,Motor Matic,2022-12-06,2026-03-07,5,1.39,123887671.0,26301132.0,123,Risk,1,BR_JKT_04,0.92,9.9,H3_JKT_013,Internal dummy,2026-07-08 00:00:00
CUST_000082,Jakarta,DKI Jakarta,Kelapa Gading,Kelapa Gading Barat,-6.169803,106.875912,Loyal,Motor Matic,2024-01-13,2026-05-05,5,2.01,119851664.0,25067016.0,64,Active,0,BR_JKT_02,0.92,12.9,H3_JKT_010,Internal dummy,2026-07-08 00:00:00
CUST_000083,Jakarta,DKI Jakarta,Kebayoran Baru,Gandaria Utara,-6.259957,106.790843,New,Motor Sport,2025-09-14,2026-06-02,5,6.14,181118776.0,32341399.0,36,Active,0,BR_JKT_03,2.15,15.3,H3_JKT_009,Internal dummy,2026-07-08 00:00:00
CUST_000084,Jakarta,DKI Jakarta,Pasar Minggu,Pejaten Timur,-6.295043,106.85804,New,Sparepart,2023-04-05,2026-06-20,3,0.92,181469.0,62374.0,18,Active,0,BR_JKT_06,2.46,14.1,H3_JKT_024,Internal dummy,2026-07-08 00:00:00
CUST_000085,Jakarta,DKI Jakarta,Menteng,Cikini,-6.218574,106.831614,Regular,After Sales Service,2025-05-08,2026-05-08,5,4.28,1747195.0,370369.0,61,Active,0,BR_JKT_01,1.85,11.4,H3_JKT_012,Internal dummy,2026-07-08 00:00:00
CUST_000086,Jakarta,DKI Jakarta,Duren Sawit,Pondok Kelapa,-6.22575,106.919937,Regular,Motor Matic,2023-12-11,2026-06-13,2,0.78,54097324.0,25199551.0,25,Active,0,BR_JKT_05,0.7,8.8,H3_JKT_015,Internal dummy,2026-07-08 00:00:00
CUST_000087,Jakarta,DKI Jakarta,Menteng,Menteng,-6.203632,106.811616,At Risk,After Sales Service,2023-10-29,2025-12-23,1,0.37,666139.0,573537.0,197,Risk,1,BR_JKT_01,0.95,7.3,H3_JKT_005,Internal dummy,2026-07-08 00:00:00
CUST_000088,Jakarta,DKI Jakarta,Cilandak,Lebak Bulus,-6.276531,106.800746,Regular,After Sales Service,2023-01-07,2026-05-26,1,0.29,1098621.0,1179181.0,43,Active,0,BR_JKT_03,0.7,8.4,H3_JKT_001,Internal dummy,2026-07-08 00:00:00
CUST_000089,Jakarta,DKI Jakarta,Pasar Minggu,Jati Padang,-6.29119,106.835951,Loyal,After Sales Service,2025-08-30,2026-05-30,3,3.51,2023241.0,783532.0,39,Active,0,BR_JKT_06,1.03,13.0,H3_JKT_007,Internal dummy,2026-07-08 00:00:00
CUST_000090,Jakarta,DKI Jakarta,Menteng,Cikini,-6.216163,106.829327,Loyal,Motor Matic,2023-04-15,2026-05-10,6,1.86,169184868.0,23228353.0,59,Active,0,BR_JKT_01,1.5,14.5,H3_JKT_012,Internal dummy,2026-07-08 00:00:00
CUST_000091,Jakarta,DKI Jakarta,Menteng,Menteng,-6.210686,106.815474,Loyal,After Sales Service,2025-02-15,2026-06-11,3,2.16,1026209.0,316720.0,27,Active,0,BR_JKT_01,0.21,4.3,H3_JKT_005,Internal dummy,2026-07-08 00:00:00
CUST_000092,Jakarta,DKI Jakarta,Pasar Minggu,Ragunan,-6.270545,106.813385,Inactive,After Sales Service,2024-10-16,2025-04-25,2,1.16,1489688.0,785091.0,439,Inactive,1,BR_JKT_03,2.25,13.8,H3_JKT_022,Internal dummy,2026-07-08 00:00:00
CUST_000093,Jakarta,DKI Jakarta,Duren Sawit,Pondok Kelapa,-6.224566,106.918615,New,After Sales Service,2023-07-27,2026-04-16,2,0.68,1322418.0,560645.0,83,Active,0,BR_JKT_05,0.55,6.6,H3_JKT_015,Internal dummy,2026-07-08 00:00:00
CUST_000094,Jakarta,DKI Jakarta,Kelapa Gading,Kelapa Gading Timur,-6.15174,106.910456,Loyal,Motor Matic,2022-12-07,2026-04-14,3,0.84,75933573.0,29178316.0,85,Active,0,BR_JKT_02,3.75,11.8,H3_JKT_006,Internal dummy,2026-07-08 00:00:00
CUST_000095,Jakarta,DKI Jakarta,Cilandak,Cilandak Barat,-6.300217,106.812755,New,Sparepart,2023-12-21,2026-06-10,7,2.75,1005221.0,160974.0,28,Active,0,BR_JKT_06,2.62,11.0,H3_JKT_027,Internal dummy,2026-07-08 00:00:00
